"serial","name","photo","url","twitter"
109289,"Thierry Carrez","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_109289.jpg","http://wiki.openstack.org/","tcarrez"
75349,"Piers Cawley","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_75349.jpg","http://www.bofh.org.uk/","pdcawley"
123894,"Bill Cernansky",,"http://portlandcomedy.com/",""
10595,"Francesco Cesarini","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_10595.jpg","http://www.erlang-solutions.com/","FrancescoC"
837,"Scott Chacon","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_837.jpg","http://jointheconversation.org/",""
147,"Colin Charles","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_147.jpg","http://bytebot.net/blog/","bytebot"
133198,"Christopher Chedeau","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_133198.jpg","http://blog.vjeux.com/","vjeux"
133360,"Doris Chen","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_133360.jpg","http://blogs.msdn.com/b/dorischen/","doristchen"
171704,"Roger Chen","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_171704.jpg",,"rgrchen"
133377,"Sara Chipps",,"http://sarajchipps.com/","sarajchipps"
17417,"Wendy Chisholm","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_17417.jpg","http://friendfeed.com/wendyc","wendyabc"
170054,"Andrew Cholakian",,"http://found.no/","andrewvc"
172534,"Robby Clements","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172534.jpg","http://isotope11.com/","robby_clements"
6894,"John Coggeshall","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_6894.jpg","http://www.coggeshall.org/",
141235,"C. Aaron Cois","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_141235.jpg","http://www.codehenge.net/","aaroncois"
99280,"Tina Coleman",,,""
4710,"Damian Conway","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_4710.jpg","http://damian.conway.org/",""
179595,"Danese Cooper","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_179595.jpg","http://www.paypal.com/","DivaDanese"
172201,"William Cox",,"http://gallamine.com/","gallamine"
182463,"Kevin Crocker","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_182463.jpg","http://www.gopivotal.com/training#datascience",""
169862,"Adam Culp","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_169862.jpg","http://geekyboy.com/","adamculp"
116276,"Patrick Curran","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_116276.jpg","http://jcp.org/",""
173396,"Benjamin Curtis","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173396.jpg","http://www.honeybadger.io/","stympy"
108736,"Michael Dale","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_108736.jpg",,"michael_dale"
172988,"Avik Das","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172988.jpg",,""
131890,"Jennifer Davidson","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_131890.jpg",,"jewifer"
172536,"A. Jesse Jiryu Davis","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172536.jpg","http://emptysqua.re/","jessejiryudavis"
173393,"Kristen  Dedeaux","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173393.jpg",,""
173414,"Ethan Dereszynski","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173414.jpg",,""
174072,"Henning  Diedrich",,"http://www.eonblast.com/","hdiedrich"
122516,"Renee DiResta","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_122516.jpg","http://reneediresta.com/","noupside"
172973,"Connor Doyle","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172973.jpg","http://mesosphere.io/","nor0101"
173105,"Drasko DRASKOVIC","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173105.jpg","http://we-io.net/","draskodraskovic"
137149,"Clinton Dreisbach","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_137149.jpg","http://github.com/cndreisbach","cndreisbach"
123516,"Emily Dunham",,"http://github.com/edunham",""
94695,"David Elfi","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_94695.jpg",,""
140062,"Jonathan Ellis",,"http://www.datastax.com/","spyced"
172370,"Michael Enescu","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172370.jpg","http://blogs.cisco.com/openatcisco/","michaelenescu"
169992,"Catherine Farman","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_169992.jpg","http://cfarman.com/","cfarm"
6631,"Paul Fenwick","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_6631.jpg","http://perltraining.com.au/","pjf"
173433,"Mark Ferree","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173433.jpg","http://chapterthree.com/","mrf"
1639,"Edward Finkler","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_1639.jpg","http://funkatron.com/",""
152242,"Keith Fiske","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_152242.jpg","http://www.keithf4.com/","keithf4"
181484,"Tyler Fitch","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_181484.jpg","http://www.getchef.com/",""
178139,"Beth Flanagan","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_178139.jpg","http://www.intel.com/","dirtycitybird"
46421,"Richard Fontana","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_46421.jpg","http://www.redhat.com/",""
2650,"Neal Ford","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_2650.jpg","http://www.nealford.com/","neal4d"
142995,"Steve Francia","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_142995.jpg","http://spf13.com/","spf13"
28902,"Roberto Galoppini","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_28902.jpg","http://robertogaloppini.net/",
6852,"Matthew Garrett","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_6852.jpg",,
177325,"Omri Gazitt","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_177325.jpg","http://www.hpcloud.com/",""
132564,"Trisha Gee","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_132564.jpg","http://mechanitis.blogspot.com/","trisha_gee"
172751,"Vidhya Gholkar",,,"vgholkar"
171201,"Adam Gibson","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_171201.jpg",,"agibsonccc"
150440,"Kelsey Gilmore-Innis","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_150440.jpg","http://nerd.kelseyinnis.com/","kelseyinnis"
152123,"Sebastien Goasguen","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_152123.jpg",,"sebgoa"
173336,"Sara Golemon",,"http://twitter.com/saramg","saramg"
173116,"Jesus M. Gonzalez-Barahona","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173116.jpg","http://bitergia.com/","jgbarah"
156989,"Patricia Gorla","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_156989.jpg","http://thelastpickle.com/","patriciagorla"
180122,"Jessica Goulding","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_180122.jpg",,
173325,"Neel Goyal","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173325.jpg",,""
132323,"Adam Granicz",,"http://intellifactory.com/","granicz"
181009,"James Grierson",,"http://www.bluehost.com/","jamesgrierson"
171381,"John Griffith","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_171381.jpg","http://www.solidfire.com/","solidfire"
170237,"Sarah Guido","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_170237.jpg","https://github.com/sarguido","sarah_guido"
2397,"Andy Gup","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_2397.jpg","http://blog.andygup.net/","agup"
143377,"Arun Gupta",,"http://blog.arungupta.me/","arungupta"
131884,"Florian Haas","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_131884.jpg","http://www.hastexo.com/who/florian",""
171418,"Steve Hannah","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_171418.jpg","http://sjhannah.com/","shannah78"
140339,"Harold Hannon",,"http://www.softlayer.com/",""
132865,"Scott Hanselman","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_132865.jpg","http://www.hanselman.com/","shanselman"
80689,"Jeff Harrell","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_80689.jpg","http://www.jeffreyharrell.com/",""
86090,"Jonah Harris",,"http://www.meetme.com/","oracleinternals"
152118,"Adam Harvey","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_152118.jpg","http://about.me/LawnGnome","LGnome"
8837,"Leslie Hawthorn","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_8837.jpg","http://hawthornlandings.org/","lhawthorn"
104522,"Steve Heffernan","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_104522.jpg","http://videojs.com/","heff"
108520,"Christopher Helm","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_108520.jpg","http://developer.geoiq.com/",""
171372,"Sam Helman","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_171372.jpg",,""
182521,"Raymond Henderson","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_182521.jpg","http://www.grassroots.org/",""
173093,"Ben Henick","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173093.jpg","http://henick.net/","bhenick"
161475,"Cody Herriges",,"http://puppetlabs.com/","cody_herriges"
156534,"Jason Hibbets",,"http://opensource.com/","jhibbets"
171822,"Bridget Hillyer","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_171822.jpg","http://bridgetconsulting.com/","BridgetHillyer"
6653,"Mark Hinkle",,"http://www.socializedsoftware.com/","mrhinkle"
122917,"Rob Hirschfeld","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_122917.jpg","http://www.dell.com/cloud","zehicle"
62631,"Jeanne Holm",,"http://km.nasa.gov/home/index.html","jeanne_jpl"
173380,"Johnny Hughes","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173380.jpg","http://www.centos.org/",""
77939,"Nathan Humbert","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_77939.jpg","http://nathanhumbert.com/",""
159719,"Michael Hunger","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_159719.jpg","http://www.neo4j.org/","mesirii"
164756,"Pete Hunt","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_164756.jpg","http://www.petehunt.net/","floydophone"
4265,"Kirsten Hunter","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_4265.jpg","http://www.princesspolymath.com/","synedra"
152299,"Vanessa Hurst","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_152299.jpg","http://vanessahurst.com/","DBNess"
173235,"Mihail Irintchev","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173235.jpg","http://www.siteground.com/","irintchev"
122564,"Phil Jackson","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_122564.jpg","http://sldn.softlayer.com/",""
173189,"Daniel Jacobson","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173189.jpg","http://www.netflix.com/","daniel_jacobson"
173435,"Paul Kehrer",,"http://rackspace.com/","reaperhulk"
120025,"Benjamin Kerensa","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_120025.jpg","http://benjaminkerensa.com/","bkerensa"
182019,"Saud Khan","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_182019.jpg","http://twitter.com/bidyut",""
157931,"Shashank Khandelwal","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_157931.jpg","http://cfpb.gov/","gazeti"
172929,"Kevin Kluge","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172929.jpg","http://www.elasticsearch.org/","kevinkluge"
144736,"Francesca Krihely","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_144736.jpg","http://10gen.com/","francium"
125113,"Spencer Krum","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_125113.jpg",,""
170822,"Andreas Kunz","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_170822.jpg","http://sap.github.io/openui5/","aku_dev"
62981,"Lars Kurth","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_62981.jpg","http://www.xen.org/","lars_kurth"
177245,"Shadaj Laddad","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_177245.jpg","http://shadaj.me/",""
172658,"Michael Laing","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172658.jpg","http://nytimes.com/",""
173308,"Alex Lakatos","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173308.jpg","https://github.com/AlexLakatos","lakatos88"
137347,"James Lance",,"http://www.bluehost.com/",""
116050,"Yoav Landman","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_116050.jpg","http://www.jfrog.com/","yoavlandman"
172864,"Markus Lanthaler","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172864.jpg","http://www.markus-lanthaler.com/","markuslanthaler"
182081,"Chris Launey","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_182081.jpg",,"clauney"
151665,"Mark Lavin",,,""
152106,"Ed Leafe",,"http://rackspace.com/","EdLeafe"
74565,"Jonathan LeBlanc","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_74565.jpg","http://www.jcleblanc.com/","jcleblanc"
157509,"Robert Lefkowitz",,"http://sharewave.com/","sharewaveteam"
124700,"Janice Levenhagen-Seeley","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_124700.jpg","http://www.chicktech.org/",""
161517,"Pernilla Lind","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_161517.jpg","http://www.neo4j.org/","p3rnilla"
77469,"Philip Lindsay","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_77469.jpg","http://rancidbacon.com/","RancidBacon"
173403,"Steve Lipner",,"http://www.microsoft.com/security/sdl/","msftsecurity"
171564,"Joshua Long",,"http://spring.io/","starbuxman"
152294,"Jean-Charles  Lopez","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_152294.jpg","http://www.redhat.com/",""
141574,"Tim Mackey",,"http://www.citrix.com/","XenServerArmy"
109140,"Anil Madhavapeddy","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_109140.jpg","http://anil.recoil.org/","avsm"
31044,"Rachael Madsen",,,""
173303,"Rachel Magario",,"http://www.rachelmagario.com/contact/","rachelmagario"
173324,"Allison Mankin","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173324.jpg",,""
118998,"Jonathon Manning","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_118998.jpg","http://tothesecretlab.com/","desplesda"
6931,"Joshua Marinacci","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_6931.jpg","http://www.joshondesign.com/","joshmarinacci"
173388,"Elaine Marino","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173388.jpg","http://ladycodersboulder.com/homepage/about","elaine_marino"
164144,"Will Marshall","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_164144.jpg","http://www.planet.com/","wsm1"
5199,"Alex Martelli","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_5199.jpg","http://www.aleax.it/",""
173465,"Ritchie Martori","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173465.jpg",,""
17378,"Matt May",,"http://adobe.com/accessibility/",
142336,"Steve Mayzak","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_142336.jpg","http://elasticsearch.com/",""
182080,"Caroline McCrory","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_182080.jpg","http://research.gigaom.com/","CloudOfCaroline"
74852,"Matthew McCullough","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_74852.jpg","http://www.github.com/training","matthewmccull"
172994,"Chris McEniry","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172994.jpg","http://corgalabs.com/","macmceniry"
152376,"Patrick McFadin","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_152376.jpg",,
172824,"Mark McLoughlin",,"http://blogs.gnome.org/markmc","markmc_"
171621,"Harrison Mebane","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_171621.jpg","http://www.svds.com/","harrisonmebane"
153566,"Gian Merlino","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_153566.jpg",,
104652,"Justin Miller","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_104652.jpg","http://mapbox.com/","incanus77"
175488,"Katie Miller","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_175488.jpg","http://www.codemiller.com/","codemiller"
171147,"Michael Minella","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_171147.jpg","http://spring.io/team/mminella","michaelminella"
4378,"Wade Minter","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_4378.jpg","http://teamsnap.com/","minter"
181598,"Manav Mishra",,"http://www.hp.com/",""
45968,"Lorna Jane Mitchell","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_45968.jpg","http://www.lornajane.net/",
173399,"Eric Mittelette",,"http://msopentech.com/","ericmitt"
60201,"Masood Mortazavi","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_60201.jpg","http://blogs.sun.com/MortazaviBlog","mortazavi"
159772,"Richard Mortier","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_159772.jpg",,"mort___"
33987,"Diane Mueller",,"http://www.openshift.com/",
147840,"Scott Murray","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_147840.jpg","http://alignedleft.com/","alignedleft"
120866,"Henri Muurimaa",,"http://www.vaadin.com/henri","henrimuurimaa"
173146,"Chad Naber",,,""
143674,"Rachel Nabors","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_143674.jpg","http://rachelnabors.com/","RachelNabors"
141881,"David Nalley",,"http://cloudstack.org/","ke4qqq"
146540,"Paco Nathan","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_146540.jpg","http://liber118.com/pxn/","pacoid"
109297,"Wynn Netherland","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_109297.jpg","http://wynnnetherland.com/","pengwynn"
109468,"Christopher Neugebauer","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_109468.jpg","http://chris.neugebauer.id.au/","chrisjrn"
130731,"Deb Nicholson","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_130731.jpg","http://eximiousproductions.com/",""
171598,"Niklas Nielsen","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_171598.jpg","http://mesosphere.io/","quarfot"
140811,"Kelley Nielsen","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_140811.jpg","http://salticidoftheearth.com/",
173035,"Gustavo Niemeyer",,"http://labix.org/",""
173503,"Jesse Noller","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173503.jpg","http://developer.rackspace.com/","jessenoller"
76338,"Sarah Novotny","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_76338.jpg","http://nginx.com/","sarahnovotny"
173452,"Tim Nugent",,,"The_McJones"
251,"Tim O&#39;Reilly","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_251.jpg","http://www.oreilly.com/","timoreilly"
172986,"Anne Ogborn","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_172986.jpg","http://www.robokindrobots.com/",""
133624,"Stephen OSullivan","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_133624.jpg","http://svds.com/","steveos"
147649,"Tim Palko",,,""
26426,"Rajeev Pandey",,"http://www.hp.com/",
113667,"Manish Pandit","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_113667.jpg","http://mpandit.me/","lobster1234"
173223,"James Pannacciulli","http://cdn.oreillystatic.com/en/assets/1/eventprovider/1/_@user_173223.jpg","http://jpnc.info/","_jpnc"
172630,"Soohong Park",,"http://www.samsung.com/",""
180019,"Sanjay Patil",,,""
